S.N.,Date,Traded Companies,Ticker,No. Of Transaction,High,Low,Close,Traded Shares,Amount,Open,Difference Rs.
1214,2/22/2017,Nepal Life Insurance Co. Ltd.,NLIC,38,2300,2241,2251,3311,7504190,2280,"-29.00 
                                             
"
1215,2/23/2017,Nepal Life Insurance Co. Ltd.,NLIC,33,2270,2201,2245,3139,7043547,2251,"-6.00 
                                             
"
1216,2/26/2017,Nepal Life Insurance Co. Ltd.,NLIC,36,2250,2180,2187,3502,7688044,2245,"-58.00 
                                             
"
1217,2/28/2017,Nepal Life Insurance Co. Ltd.,NLIC,40,2219,2160,2165,4322,9400110,2187,"-22.00 
                                             
"
1218,3/1/2017,Nepal Life Insurance Co. Ltd.,NLIC,85,2279,2194,2265,10191,22682304,2165,"100.00 
                                            
"
1219,3/2/2017,Nepal Life Insurance Co. Ltd.,NLIC,119,2325,2282,2309,11733,27003960,2265,"44.00 
                                            
"
1220,3/5/2017,Nepal Life Insurance Co. Ltd.,NLIC,166,2444,2340,2415,14755,35354783,2309,"106.00 
                                            
"
1221,3/6/2017,Nepal Life Insurance Co. Ltd.,NLIC,163,2485,2412,2432,12150,29836933,2415,"17.00 
                                            
"
1222,3/7/2017,Nepal Life Insurance Co. Ltd.,NLIC,171,2450,2330,2420,11856,28602403,2432,"-12.00 
                                             
"
1223,3/9/2017,Nepal Life Insurance Co. Ltd.,NLIC,467,2448,2403,2415,24084,58658483,2420,"-5.00 
                                             
"
1224,3/13/2017,Nepal Life Insurance Co. Ltd.,NLIC,135,2035,1969,2030,9353,18890418,1932,"98.00 
                                            
"
1225,3/14/2017,Nepal Life Insurance Co. Ltd.,NLIC,125,2090,2046,2059,7528,15551715,2030,"29.00 
                                            
"
1226,3/15/2017,Nepal Life Insurance Co. Ltd.,NLIC,56,2068,2030,2045,3825,7854775,2059,"-14.00 
                                             
"
1227,3/16/2017,Nepal Life Insurance Co. Ltd.,NLIC,58,2065,2046,2056,5120,10528669,2045,"11.00 
                                            
"
1228,3/19/2017,Nepal Life Insurance Co. Ltd.,NLIC,113,2190,2060,2186,13017,27739087,2056,"130.00 
                                            
"
1229,3/20/2017,Nepal Life Insurance Co. Ltd.,NLIC,156,2370,2225,2370,13605,31266754,2186,"184.00 
                                            
"
1230,3/21/2017,Nepal Life Insurance Co. Ltd.,NLIC,217,2430,2310,2350,23063,54478066,2370,"-20.00 
                                             
"
1231,3/22/2017,Nepal Life Insurance Co. Ltd.,NLIC,122,2390,2320,2350,11964,28271141,2350,"0.00 
                                            
"
1232,3/23/2017,Nepal Life Insurance Co. Ltd.,NLIC,53,2350,2303,2340,4342,10138825,2350,"-10.00 
                                             
"
1233,3/26/2017,Nepal Life Insurance Co. Ltd.,NLIC,69,2419,2350,2372,7327,17487572,2340,"32.00 
                                            
"
1234,3/28/2017,Nepal Life Insurance Co. Ltd.,NLIC,86,2550,2395,2550,11843,28885731,2372,"178.00 
                                            
"
1235,3/29/2017,Nepal Life Insurance Co. Ltd.,NLIC,164,2645,2465,2500,15641,39848004,2550,"-50.00 
                                             
"
1236,3/30/2017,Nepal Life Insurance Co. Ltd.,NLIC,76,2601,2450,2523,7619,19244781,2500,"23.00 
                                            
"
1237,4/2/2017,Nepal Life Insurance Co. Ltd.,NLIC,160,2775,2573,2729,17676,47531745,2523,"206.00 
                                            
"
1238,4/3/2017,Nepal Life Insurance Co. Ltd.,NLIC,146,2800,2551,2576,16369,43585475,2729,"-153.00 
                                             
"
1239,4/4/2017,Nepal Life Insurance Co. Ltd.,NLIC,85,2600,2500,2555,9091,23192816,2576,"-21.00 
                                             
"
1240,4/6/2017,Nepal Life Insurance Co. Ltd.,NLIC,78,2594,2500,2500,6822,17118616,2555,"-55.00 
                                             
"
1241,4/9/2017,Nepal Life Insurance Co. Ltd.,NLIC,58,2550,2453,2474,7830,19428930,2500,"-26.00 
                                             
"
1242,4/10/2017,Nepal Life Insurance Co. Ltd.,NLIC,65,2550,2441,2550,8654,21483135,2474,"76.00 
                                            
"
1243,4/11/2017,Nepal Life Insurance Co. Ltd.,NLIC,72,2600,2503,2545,9153,23410861,2550,"-5.00 
                                             
"
1244,4/12/2017,Nepal Life Insurance Co. Ltd.,NLIC,55,2595,2481,2490,10475,26387645,2545,"-55.00 
                                             
"
1245,4/13/2017,Nepal Life Insurance Co. Ltd.,NLIC,71,2505,2360,2490,10173,25201344,2490,"0.00 
                                            
"
1246,4/16/2017,Nepal Life Insurance Co. Ltd.,NLIC,58,2530,2390,2393,6280,15223574,2490,"-97.00 
                                             
"
1247,4/18/2017,Nepal Life Insurance Co. Ltd.,NLIC,70,2400,2350,2390,5828,13765030,2393,"-3.00 
                                             
"
1248,4/19/2017,Nepal Life Insurance Co. Ltd.,NLIC,31,2405,2385,2390,2675,6412352,2390,"0.00 
                                            
"
1249,4/20/2017,Nepal Life Insurance Co. Ltd.,NLIC,53,2415,2360,2380,5890,14032686,2390,"-10.00 
                                             
"
1250,4/23/2017,Nepal Life Insurance Co. Ltd.,NLIC,63,2520,2427,2445,9351,22926902,2380,"65.00 
                                            
"
1251,4/24/2017,Nepal Life Insurance Co. Ltd.,NLIC,76,2490,2350,2390,6406,15306015,2445,"-55.00 
                                             
"
1252,4/25/2017,Nepal Life Insurance Co. Ltd.,NLIC,42,2400,2350,2350,4558,10753487,2390,"-40.00 
                                             
"
1253,4/26/2017,Nepal Life Insurance Co. Ltd.,NLIC,593,2375,2262,2280,28636,65430205,2350,"-70.00 
                                             
"
1254,4/27/2017,Nepal Life Insurance Co. Ltd.,NLIC,445,2320,2222,2281,22385,51030449,2280,"1.00 
                                            
"
1255,4/30/2017,Nepal Life Insurance Co. Ltd.,NLIC,397,2300,2240,2245,20367,45946835,2281,"-36.00 
                                             
"
1256,5/2/2017,Nepal Life Insurance Co. Ltd.,NLIC,338,2314,2245,2295,18831,42992105,2245,"50.00 
                                            
"
1257,5/3/2017,Nepal Life Insurance Co. Ltd.,NLIC,454,2350,2300,2340,18514,43162357,2295,"45.00 
                                            
"
1258,5/4/2017,Nepal Life Insurance Co. Ltd.,NLIC,347,2350,2310,2330,15420,35913080,2340,"-10.00 
                                             
"
1259,5/7/2017,Nepal Life Insurance Co. Ltd.,NLIC,314,2339,2276,2294,10175,23368994,2330,"-36.00 
                                             
"
1260,5/8/2017,Nepal Life Insurance Co. Ltd.,NLIC,298,2327,2276,2290,12633,28973645,2294,"-4.00 
                                             
"
1261,5/9/2017,Nepal Life Insurance Co. Ltd.,NLIC,304,2312,2275,2300,9708,22260672,2290,"10.00 
                                            
"
1262,5/11/2017,Nepal Life Insurance Co. Ltd.,NLIC,228,2300,2270,2283,14523,33195151,2300,"-17.00 
                                             
"
1263,5/15/2017,Nepal Life Insurance Co. Ltd.,NLIC,132,2327,2280,2285,9392,21546392,2283,"2.00 
                                            
"
1264,5/16/2017,Nepal Life Insurance Co. Ltd.,NLIC,150,2290,2270,2276,7315,16666753,2285,"-9.00 
                                             
"
1265,5/17/2017,Nepal Life Insurance Co. Ltd.,NLIC,174,2280,2232,2270,7190,16315548,2276,"-6.00 
                                             
"
1266,5/18/2017,Nepal Life Insurance Co. Ltd.,NLIC,240,2273,2248,2264,18897,42594421,2270,"-6.00 
                                             
"
1267,5/21/2017,Nepal Life Insurance Co. Ltd.,NLIC,280,2260,2210,2211,10689,23769079,2264,"-53.00 
                                             
"
1268,5/22/2017,Nepal Life Insurance Co. Ltd.,NLIC,168,2215,2190,2196,7058,15508583,2211,"-15.00 
                                             
"
1269,5/23/2017,Nepal Life Insurance Co. Ltd.,NLIC,305,2210,2186,2201,16587,36449223,2196,"5.00 
                                            
"
1270,5/24/2017,Nepal Life Insurance Co. Ltd.,NLIC,219,2200,2160,2190,13060,28385383,2201,"-11.00 
                                             
"
1271,5/28/2017,Nepal Life Insurance Co. Ltd.,NLIC,258,2200,2136,2140,10792,23278675,2190,"-50.00 
                                             
"
1272,5/30/2017,Nepal Life Insurance Co. Ltd.,NLIC,275,2155,2130,2139,10991,23519221,2140,"-1.00 
                                             
"
1273,5/31/2017,Nepal Life Insurance Co. Ltd.,NLIC,304,2160,2110,2154,6361,13572876,2139,"15.00 
                                            
"
1274,6/1/2017,Nepal Life Insurance Co. Ltd.,NLIC,277,2179,2135,2168,6729,14442509,2154,"14.00 
                                            
"
1275,6/4/2017,Nepal Life Insurance Co. Ltd.,NLIC,319,2175,2138,2141,7434,15975860,2168,"-27.00 
                                             
"
1276,6/5/2017,Nepal Life Insurance Co. Ltd.,NLIC,312,2160,2115,2122,12209,26023043,2141,"-19.00 
                                             
"
1277,6/6/2017,Nepal Life Insurance Co. Ltd.,NLIC,373,2230,2130,2165,15825,33943642,2122,"43.00 
                                            
"
1278,6/7/2017,Nepal Life Insurance Co. Ltd.,NLIC,306,2194,2160,2172,8149,17724983,2165,"7.00 
                                            
"
1279,6/8/2017,Nepal Life Insurance Co. Ltd.,NLIC,258,2160,2135,2155,13244,28314289,2172,"-17.00 
                                             
"
1280,6/11/2017,Nepal Life Insurance Co. Ltd.,NLIC,323,2180,2120,2121,11598,24666452,2155,"-34.00 
                                             
"
1281,6/12/2017,Nepal Life Insurance Co. Ltd.,NLIC,249,2130,2081,2099,16991,35715238,2121,"-22.00 
                                             
"
1282,6/13/2017,Nepal Life Insurance Co. Ltd.,NLIC,268,2120,2090,2102,8651,18179450,2099,"3.00 
                                            
"
1283,6/14/2017,Nepal Life Insurance Co. Ltd.,NLIC,215,2105,2085,2100,6525,13689547,2102,"-2.00 
                                             
"
1284,6/15/2017,Nepal Life Insurance Co. Ltd.,NLIC,250,2142,2070,2109,9712,20341061,2100,"9.00 
                                            
"
1285,6/18/2017,Nepal Life Insurance Co. Ltd.,NLIC,161,2114,2075,2090,8011,16757958,2109,"-19.00 
                                             
"
1286,6/19/2017,Nepal Life Insurance Co. Ltd.,NLIC,150,2090,2052,2072,4714,9751570,2090,"-18.00 
                                             
"
1287,6/20/2017,Nepal Life Insurance Co. Ltd.,NLIC,167,2080,2040,2047,11480,23541622,2072,"-25.00 
                                             
"
1288,6/21/2017,Nepal Life Insurance Co. Ltd.,NLIC,173,2060,2035,2051,6565,13446026,2047,"4.00 
                                            
"
1289,6/22/2017,Nepal Life Insurance Co. Ltd.,NLIC,137,2075,2021,2045,4845,9953414,2051,"-6.00 
                                             
"
1290,6/25/2017,Nepal Life Insurance Co. Ltd.,NLIC,162,2072,2030,2070,9391,19326385,2045,"25.00 
                                            
"
1291,6/27/2017,Nepal Life Insurance Co. Ltd.,NLIC,132,2075,2040,2075,7437,15251737,2070,"5.00 
                                            
"
1292,6/28/2017,Nepal Life Insurance Co. Ltd.,NLIC,139,2059,2045,2045,7450,15271265,2075,"-30.00 
                                             
"
1293,7/2/2017,Nepal Life Insurance Co. Ltd.,NLIC,696,2010,1993,2005,25322,50645596,2045,"-40.00 
                                             
"
1294,7/3/2017,Nepal Life Insurance Co. Ltd.,NLIC,706,2025,1992,2025,17892,35900066,2005,"20.00 
                                            
"
1295,7/4/2017,Nepal Life Insurance Co. Ltd.,NLIC,620,2011,2000,2000,11027,22109196,2025,"-25.00 
                                             
"
1296,7/5/2017,Nepal Life Insurance Co. Ltd.,NLIC,970,2050,1999,2049,23846,47919052,2000,"49.00 
                                            
"
1297,7/6/2017,Nepal Life Insurance Co. Ltd.,NLIC,777,2180,2049,2170,26116,54950302,2049,"121.00 
                                            
"
1298,7/9/2017,Nepal Life Insurance Co. Ltd.,NLIC,688,2260,2058,2178,42510,92799971,2170,"8.00 
                                            
"
1299,7/10/2017,Nepal Life Insurance Co. Ltd.,NLIC,583,2185,2130,2141,17950,38604552,2178,"-37.00 
                                             
"
1300,7/11/2017,Nepal Life Insurance Co. Ltd.,NLIC,537,2178,2121,2160,22896,48989833,2141,"19.00 
                                            
"
1301,7/12/2017,Nepal Life Insurance Co. Ltd.,NLIC,397,2176,2140,2164,12770,27655690,2160,"4.00 
                                            
"
1302,7/13/2017,Nepal Life Insurance Co. Ltd.,NLIC,553,2200,2146,2148,21241,45781444,2164,"-16.00 
                                             
"
1303,7/16/2017,Nepal Life Insurance Co. Ltd.,NLIC,596,2160,2140,2150,10115,21693779,2148,"2.00 
                                            
"
1304,7/17/2017,Nepal Life Insurance Co. Ltd.,NLIC,506,2169,2140,2168,16168,34823511,2150,"18.00 
                                            
"
1305,7/18/2017,Nepal Life Insurance Co. Ltd.,NLIC,719,2284,2150,2273,41706,92905587,2168,"105.00 
                                            
"
1306,7/19/2017,Nepal Life Insurance Co. Ltd.,NLIC,644,2310,2246,2272,31653,72430345,2273,"-1.00 
                                             
"
1307,7/20/2017,Nepal Life Insurance Co. Ltd.,NLIC,718,2293,2265,2272,26942,61467736,2272,"0.00 
                                            
"
1308,7/23/2017,Nepal Life Insurance Co. Ltd.,NLIC,718,2337,2271,2302,29849,68785277,2272,"30.00 
                                            
"
1309,7/24/2017,Nepal Life Insurance Co. Ltd.,NLIC,614,2335,2302,2311,27144,62769959,2302,"9.00 
                                            
"
1310,7/25/2017,Nepal Life Insurance Co. Ltd.,NLIC,493,2335,2300,2310,14266,32971929,2311,"-1.00 
                                             
"
1311,7/26/2017,Nepal Life Insurance Co. Ltd.,NLIC,559,2340,2310,2330,19418,45131509,2310,"20.00 
                                            
"
1312,7/27/2017,Nepal Life Insurance Co. Ltd.,NLIC,606,2340,2306,2312,16625,38631684,2330,"-18.00 
                                             
"
1313,7/30/2017,Nepal Life Insurance Co. Ltd.,NLIC,492,2325,2266,2300,16567,38169911,2312,"-12.00 
                                             
"
1314,7/31/2017,Nepal Life Insurance Co. Ltd.,NLIC,579,2315,2281,2297,18873,43476429,2300,"-3.00 
                                             
"
1315,8/1/2017,Nepal Life Insurance Co. Ltd.,NLIC,459,2305,2275,2275,12132,27752252,2297,"-22.00 
                                             
"
1316,8/2/2017,Nepal Life Insurance Co. Ltd.,NLIC,487,2301,2260,2275,13453,30713846,2275,"0.00 
                                            
"
1317,8/3/2017,Nepal Life Insurance Co. Ltd.,NLIC,539,2290,2250,2265,22968,51885651,2275,"-10.00 
                                             
"
1318,8/6/2017,Nepal Life Insurance Co. Ltd.,NLIC,454,2270,2201,2231,17832,39956011,2265,"-34.00 
                                             
"
1319,8/7/2017,Nepal Life Insurance Co. Ltd.,NLIC,395,2239,2206,2236,18601,41408794,2231,"5.00 
                                            
"
1320,8/9/2017,Nepal Life Insurance Co. Ltd.,NLIC,430,2248,2218,2225,17492,39007695,2236,"-11.00 
                                             
"
1321,8/10/2017,Nepal Life Insurance Co. Ltd.,NLIC,482,2234,2200,2215,17587,38951926,2225,"-10.00 
                                             
"
1322,8/13/2017,Nepal Life Insurance Co. Ltd.,NLIC,407,2227,2175,2179,18817,41304613,2215,"-36.00 
                                             
"
1323,8/15/2017,Nepal Life Insurance Co. Ltd.,NLIC,342,2186,2143,2150,16960,36563382,2179,"-29.00 
                                             
"
1324,8/16/2017,Nepal Life Insurance Co. Ltd.,NLIC,348,2190,2125,2159,8506,18353504,2150,"9.00 
                                            
"
1325,8/17/2017,Nepal Life Insurance Co. Ltd.,NLIC,380,2165,2141,2150,22632,48639865,2159,"-9.00 
                                             
"
1326,8/20/2017,Nepal Life Insurance Co. Ltd.,NLIC,266,2160,2139,2143,7235,15520397,2150,"-7.00 
                                             
"
1327,8/21/2017,Nepal Life Insurance Co. Ltd.,NLIC,209,2150,2125,2130,12436,26562365,2143,"-13.00 
                                             
"
1328,8/22/2017,Nepal Life Insurance Co. Ltd.,NLIC,305,2150,2101,2127,17911,38151772,2130,"-3.00 
                                             
"
1329,8/23/2017,Nepal Life Insurance Co. Ltd.,NLIC,226,2140,2120,2128,7825,16649724,2127,"1.00 
                                            
"
1330,8/24/2017,Nepal Life Insurance Co. Ltd.,NLIC,240,2150,2120,2135,4058,8646823,2128,"7.00 
                                            
"
1331,8/27/2017,Nepal Life Insurance Co. Ltd.,NLIC,259,2160,2124,2127,8677,18497406,2135,"-8.00 
                                             
"
1332,8/28/2017,Nepal Life Insurance Co. Ltd.,NLIC,207,2145,2107,2119,27803,58843220,2127,"-8.00 
                                             
"
1333,8/30/2017,Nepal Life Insurance Co. Ltd.,NLIC,312,2120,2075,2090,17476,36619184,2119,"-29.00 
                                             
"
1334,8/31/2017,Nepal Life Insurance Co. Ltd.,NLIC,393,2090,2050,2060,13477,27792739,2090,"-30.00 
                                             
"
1335,9/4/2017,Nepal Life Insurance Co. Ltd.,NLIC,267,2080,2016,2040,14544,29588483,2060,"-20.00 
                                             
"
1336,9/6/2017,Nepal Life Insurance Co. Ltd.,NLIC,305,2080,2036,2050,16515,33768828,2040,"10.00 
                                            
"
1337,9/7/2017,Nepal Life Insurance Co. Ltd.,NLIC,290,2085,2030,2032,8186,16716422,2050,"-18.00 
                                             
"
1338,9/10/2017,Nepal Life Insurance Co. Ltd.,NLIC,370,2040,1977,1985,18650,37280525,2032,"-47.00 
                                             
"
1339,9/11/2017,Nepal Life Insurance Co. Ltd.,NLIC,294,2020,1976,2005,15662,31178328,1985,"20.00 
                                            
"
1340,9/12/2017,Nepal Life Insurance Co. Ltd.,NLIC,326,2000,1965,1970,18712,37079138,2005,"-35.00 
                                             
"
1341,9/13/2017,Nepal Life Insurance Co. Ltd.,NLIC,249,2000,1960,1969,11100,21901514,1970,"-1.00 
                                             
"
1342,9/14/2017,Nepal Life Insurance Co. Ltd.,NLIC,266,1995,1955,1989,15552,30825640,1969,"20.00 
                                            
"
1343,9/17/2017,Nepal Life Insurance Co. Ltd.,NLIC,259,2024,1975,2006,19023,38061919,1989,"17.00 
                                            
"
1344,9/18/2017,Nepal Life Insurance Co. Ltd.,NLIC,159,2025,1990,1992,13766,27592498,2006,"-14.00 
                                             
"
1345,9/20/2017,Nepal Life Insurance Co. Ltd.,NLIC,164,2010,1975,1990,7931,15731203,1992,"-2.00 
                                             
"
1346,9/24/2017,Nepal Life Insurance Co. Ltd.,NLIC,156,2002,1980,2000,6495,12954536,1990,"10.00 
                                            
"
1347,9/25/2017,Nepal Life Insurance Co. Ltd.,NLIC,134,2010,1977,1996,5700,11391840,2000,"-4.00 
                                             
"
1348,9/26/2017,Nepal Life Insurance Co. Ltd.,NLIC,127,2005,1995,2000,6128,12252265,1996,"4.00 
                                            
"
1349,10/3/2017,Nepal Life Insurance Co. Ltd.,NLIC,44,2014,1995,2002,1075,2151234,2000,"2.00 
                                            
"
1350,10/4/2017,Nepal Life Insurance Co. Ltd.,NLIC,185,2014,1990,1990,9106,18224150,2002,"-12.00 
                                             
"
1351,10/8/2017,Nepal Life Insurance Co. Ltd.,NLIC,212,1980,1921,1943,7372,14339425,1990,"-47.00 
                                             
"
1352,10/9/2017,Nepal Life Insurance Co. Ltd.,NLIC,204,1960,1936,1950,6186,12045761,1943,"7.00 
                                            
"
1353,10/10/2017,Nepal Life Insurance Co. Ltd.,NLIC,113,1970,1935,1970,5339,10417945,1950,"20.00 
                                            
"
1354,10/11/2017,Nepal Life Insurance Co. Ltd.,NLIC,166,1975,1956,1972,4082,8036721,1970,"2.00 
                                            
"
1355,10/12/2017,Nepal Life Insurance Co. Ltd.,NLIC,213,1988,1967,1988,3984,7878012,1972,"16.00 
                                            
"
1356,10/15/2017,Nepal Life Insurance Co. Ltd.,NLIC,152,1983,1964,1968,4556,8985583,1988,"-20.00 
                                             
"
1357,10/16/2017,Nepal Life Insurance Co. Ltd.,NLIC,157,2030,1970,2023,9150,18394776,1968,"55.00 
                                            
"
1358,10/17/2017,Nepal Life Insurance Co. Ltd.,NLIC,132,2041,1990,2004,11113,22331317,2023,"-19.00 
                                             
"
1359,10/18/2017,Nepal Life Insurance Co. Ltd.,NLIC,81,2017,1990,2017,6159,12347410,2004,"13.00 
                                            
"
1360,10/22/2017,Nepal Life Insurance Co. Ltd.,NLIC,57,2035,2008,2015,1655,3335913,2017,"-2.00 
                                             
"
1361,10/23/2017,Nepal Life Insurance Co. Ltd.,NLIC,162,2050,1990,1990,5513,11042752,2015,"-25.00 
                                             
"
1362,10/24/2017,Nepal Life Insurance Co. Ltd.,NLIC,136,2023,1986,1990,3135,6251460,1990,"0.00 
                                            
"
1363,10/25/2017,Nepal Life Insurance Co. Ltd.,NLIC,135,2015,1964,1972,7602,14993468,1990,"-18.00 
                                             
"
1364,10/29/2017,Nepal Life Insurance Co. Ltd.,NLIC,137,1972,1958,1958,7303,14330630,1972,"-14.00 
                                             
"
1365,10/30/2017,Nepal Life Insurance Co. Ltd.,NLIC,233,1967,1950,1955,9347,18269761,1958,"-3.00 
                                             
"
1366,10/31/2017,Nepal Life Insurance Co. Ltd.,NLIC,162,1960,1940,1960,6825,13272030,1955,"5.00 
                                            
"
1367,11/1/2017,Nepal Life Insurance Co. Ltd.,NLIC,127,1950,1933,1942,3521,6829457,1960,"-18.00 
                                             
"
1368,11/2/2017,Nepal Life Insurance Co. Ltd.,NLIC,169,1945,1923,1932,8694,16799606,1942,"-10.00 
                                             
"
1369,11/5/2017,Nepal Life Insurance Co. Ltd.,NLIC,291,1940,1890,1910,16688,31834712,1932,"-22.00 
                                             
"
1370,11/6/2017,Nepal Life Insurance Co. Ltd.,NLIC,240,1940,1881,1908,7112,13575504,1910,"-2.00 
                                             
"
1371,11/7/2017,Nepal Life Insurance Co. Ltd.,NLIC,144,1930,1895,1898,4816,9171563,1908,"-10.00 
                                             
"
1372,11/8/2017,Nepal Life Insurance Co. Ltd.,NLIC,221,1899,1850,1855,12414,23163845,1898,"-43.00 
                                             
"
1373,11/9/2017,Nepal Life Insurance Co. Ltd.,NLIC,215,1900,1831,1860,8640,16015298,1855,"5.00 
                                            
"
1374,11/12/2017,Nepal Life Insurance Co. Ltd.,NLIC,122,1880,1855,1873,4174,7780808,1860,"13.00 
                                            
"
1375,11/13/2017,Nepal Life Insurance Co. Ltd.,NLIC,162,1909,1881,1895,8788,16616420,1873,"22.00 
                                            
"
1376,11/14/2017,Nepal Life Insurance Co. Ltd.,NLIC,154,1915,1889,1900,8384,15934648,1895,"5.00 
                                            
"
1377,11/15/2017,Nepal Life Insurance Co. Ltd.,NLIC,133,1900,1875,1881,8393,15845358,1900,"-19.00 
                                             
"
1378,11/16/2017,Nepal Life Insurance Co. Ltd.,NLIC,234,1918,1890,1893,13699,25991682,1881,"12.00 
                                            
"
1379,11/19/2017,Nepal Life Insurance Co. Ltd.,NLIC,165,1905,1870,1876,9192,17272176,1893,"-17.00 
                                             
"
1380,11/20/2017,Nepal Life Insurance Co. Ltd.,NLIC,229,1904,1884,1889,8911,16849112,1876,"13.00 
                                            
"
1381,11/21/2017,Nepal Life Insurance Co. Ltd.,NLIC,125,1897,1881,1890,7008,13236034,1889,"1.00 
                                            
"
1382,11/22/2017,Nepal Life Insurance Co. Ltd.,NLIC,159,1910,1890,1910,6578,12504688,1890,"20.00 
                                            
"
1383,11/23/2017,Nepal Life Insurance Co. Ltd.,NLIC,163,1919,1900,1910,14064,26839425,1910,"0.00 
                                            
"
1384,11/26/2017,Nepal Life Insurance Co. Ltd.,NLIC,178,1920,1907,1910,13031,24921471,1910,"0.00 
                                            
"
1385,11/27/2017,Nepal Life Insurance Co. Ltd.,NLIC,175,1943,1909,1914,18829,36053104,1910,"4.00 
                                            
"
1386,11/28/2017,Nepal Life Insurance Co. Ltd.,NLIC,195,1919,1900,1900,17432,33161969,1914,"-14.00 
                                             
"
1387,11/29/2017,Nepal Life Insurance Co. Ltd.,NLIC,301,1930,1900,1920,18346,35162886,1900,"20.00 
                                            
"
1388,11/30/2017,Nepal Life Insurance Co. Ltd.,NLIC,155,1924,1900,1902,10952,20918351,1920,"-18.00 
                                             
"
1389,12/4/2017,Nepal Life Insurance Co. Ltd.,NLIC,129,1925,1890,1890,5454,10371657,1902,"-12.00 
                                             
"
1390,12/5/2017,Nepal Life Insurance Co. Ltd.,NLIC,96,1895,1880,1890,5499,10379111,1890,"0.00 
                                            
"
1391,12/6/2017,Nepal Life Insurance Co. Ltd.,NLIC,142,1927,1890,1898,15298,28965016,1890,"8.00 
                                            
"
1392,12/10/2017,Nepal Life Insurance Co. Ltd.,NLIC,114,1938,1892,1896,6458,12332279,1898,"-2.00 
                                             
"
1393,12/11/2017,Nepal Life Insurance Co. Ltd.,NLIC,138,1900,1884,1887,3888,7351246,1896,"-9.00 
                                             
"
1394,12/12/2017,Nepal Life Insurance Co. Ltd.,NLIC,101,1900,1878,1878,4067,7652471,1887,"-9.00 
                                             
"
1395,12/13/2017,Nepal Life Insurance Co. Ltd.,NLIC,99,1890,1867,1873,4584,8605178,1878,"-5.00 
                                             
"
1396,12/14/2017,Nepal Life Insurance Co. Ltd.,NLIC,96,1885,1866,1880,3179,5976098,1873,"7.00 
                                            
"
1397,12/17/2017,Nepal Life Insurance Co. Ltd.,NLIC,216,1885,1854,1859,7122,13258210,1880,"-21.00 
                                             
"
1398,12/18/2017,Nepal Life Insurance Co. Ltd.,NLIC,165,1870,1850,1855,7649,14219765,1859,"-4.00 
                                             
"
1399,12/19/2017,Nepal Life Insurance Co. Ltd.,NLIC,121,1855,1846,1846,3963,7325697,1855,"-9.00 
                                             
"
1400,12/20/2017,Nepal Life Insurance Co. Ltd.,NLIC,139,1850,1834,1844,3470,6386955,1846,"-2.00 
                                             
"
1401,12/21/2017,Nepal Life Insurance Co. Ltd.,NLIC,178,1850,1819,1820,8235,15034981,1844,"-24.00 
                                             
"
1402,12/24/2017,Nepal Life Insurance Co. Ltd.,NLIC,311,1830,1800,1805,15280,27727364,1820,"-15.00 
                                             
"
1403,12/26/2017,Nepal Life Insurance Co. Ltd.,NLIC,178,1815,1775,1786,5711,10185672,1805,"-19.00 
                                             
"
1404,12/27/2017,Nepal Life Insurance Co. Ltd.,NLIC,221,1790,1740,1752,11093,19530321,1786,"-34.00 
                                             
"
1405,12/28/2017,Nepal Life Insurance Co. Ltd.,NLIC,182,1770,1731,1751,10139,17717702,1752,"-1.00 
                                             
"
1406,12/31/2017,Nepal Life Insurance Co. Ltd.,NLIC,188,1740,1710,1721,8093,13917481,1751,"-30.00 
                                             
"
1407,1/1/2018,Nepal Life Insurance Co. Ltd.,NLIC,149,1765,1727,1759,10701,18645444,1721,"38.00 
                                            
"
1408,1/2/2018,Nepal Life Insurance Co. Ltd.,NLIC,146,1761,1725,1740,14371,25021865,1759,"-19.00 
                                             
"
1409,1/3/2018,Nepal Life Insurance Co. Ltd.,NLIC,128,1750,1720,1720,6135,10624813,1740,"-20.00 
                                             
"
1410,1/4/2018,Nepal Life Insurance Co. Ltd.,NLIC,161,1749,1719,1730,14709,25392618,1720,"10.00 
                                            
"
1411,1/7/2018,Nepal Life Insurance Co. Ltd.,NLIC,263,1833,1750,1822,29515,52764405,1730,"92.00 
                                            
"
1412,1/8/2018,Nepal Life Insurance Co. Ltd.,NLIC,471,1899,1822,1875,44240,82617746,1822,"53.00 
                                            
"
1413,1/9/2018,Nepal Life Insurance Co. Ltd.,NLIC,441,1935,1870,1879,33629,63652352,1875,"4.00 
                                            
"
1414,1/10/2018,Nepal Life Insurance Co. Ltd.,NLIC,300,1879,1818,1821,20995,38617000,1879,"-58.00 
                                             
"
1415,1/14/2018,Nepal Life Insurance Co. Ltd.,NLIC,149,1810,1785,1786,8503,15240995,1821,"-35.00 
                                             
"
1416,1/16/2018,Nepal Life Insurance Co. Ltd.,NLIC,185,1870,1755,1799,11681,20854362,1786,"13.00 
                                            
"
1417,1/17/2018,Nepal Life Insurance Co. Ltd.,NLIC,106,1807,1771,1790,3523,6301481,1799,"-9.00 
                                             
"
1418,1/21/2018,Nepal Life Insurance Co. Ltd.,NLIC,136,1801,1777,1777,4566,8178606,1790,"-13.00 
                                             
"
1419,1/22/2018,Nepal Life Insurance Co. Ltd.,NLIC,87,1790,1772,1772,4004,7119532,1777,"-5.00 
                                             
"
